facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1081827,Megu Comprehensive Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7523983,37.3194517,2042.6,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Megu Health Post,,Betmulu Health Center,"መስከረም 29,2013","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Megu Comprehensive Health Post,Megu Comprehensive Health Post,megu comprehensive health post,M225,amhara,wolkait tegedi setiti humera,wolkait
1081828,Weyzerye Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.752155,37.3196417,2025.1,,,,,,,,,,,,,983528891,Woyzerye Health Post,,Qorarit Health Center,"ኅዳር 1,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Weyzerye Health Post,Weyzerye Health Post,weyzerye health post,W264,amhara,wolkait tegedi setiti humera,wolkait
1081829,Betemolo Geter Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7465399,37.3168353,2060.8,,,,,1.0,,0.0,,,,1.0,,983528891,Betemolo Geter Health Post,,Betmulu Health Center,"ኅዳር 28,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Betemolo Geter Health Post,Betemolo Geter Health Post,betemolo geter health post,B354,amhara,wolkait tegedi setiti humera,wolkait
1081830,Lemlem comprehensive Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7464572,37.3167282,2054.7,,,,,,,0.0,,,,,,983528891,Lemlem Health Post,,Betmulu Health Center,"ሚያዝያ 21,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Lemlem comprehensive Health Post,Lemlem comprehensive Health Post,lemlem comprehensive health post,L545,amhara,wolkait tegedi setiti humera,wolkait
1081831,Maytimket Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7465723,37.3167263,2049.3,,,,,,,0.0,,,,,,983528891,Maytimket Health Post,,Betmulu Health Center,"የካቲት 16,1995","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Maytimket Health Post,Maytimket Health Post,maytimket health post,M352,amhara,wolkait tegedi setiti humera,wolkait
1081832,Zufan comprehensive Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7521146,37.3196218,2043.1,,,,,1.0,,1.0,,,,1.0,,983528891,ZUfan Health Post,,Betmulu Health Center,"ሚያዝያ 21,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Zufan comprehensive Health Post,Zufan comprehensive Health Post,zufan comprehensive health post,Z152,amhara,wolkait tegedi setiti humera,wolkait
1081833,Chagure Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7521499,37.3195617,2035.7,,,,,,,1.0,,,,1.0,,983528891,Chagure Health Post,,Betmulu Health Center,"ነሐሴ 16,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Chagure Health Post,Chagure Health Post,chagure health post,C264,amhara,wolkait tegedi setiti humera,wolkait
1081834,Sheriela Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.5652655,36.9718804,769.599999999999,,,,,,,,,,,,,983528891,Sheriela Health Post,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Sheriela Health Post,Sheriela Health Post,sheriela health post,S644,amhara,wolkait tegedi setiti humera,wolkait
1081836,Tekezie Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7518408,37.3215481,2003.8,,,,,,,,,,,,,983528891,Tekezie Health Post,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Tekezie Health Post,Tekezie Health Post,tekezie health post,T224,amhara,wolkait tegedi setiti humera,wolkait
1081838,Rufael Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.40225,37.4047536,2868.1,,,,,,0.0,1.0,,,,1.0,,983528891,Rufael Health Post,,Maksegno Gebeya Primary Hospital,"ግንቦት 11,2015","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Rufael Health Post,Rufael Health Post,rufael health post,R144,amhara,wolkait tegedi setiti humera,tegedi
1081839,Mdiregebeta Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.4348513,37.3752383,2372.3,,,,,,,1.0,,,,,,983528891,Mdiregebeta Health Post,,Maksegno Gebeya Primary Hospital,"ኅዳር 6,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Mdiregebeta Health Post,Mdiregebeta Health Post,mdiregebeta health post,M362,amhara,wolkait tegedi setiti humera,tegedi
1081840,Shehagne Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.4333127,37.3309264,2529.3,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Shehagne Health Post,,Maksegno Gebeya Primary Hospital,"ግንቦት 11,2015","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Shehagne Health Post,Shehagne Health Post,shehagne health post,S254,amhara,wolkait tegedi setiti humera,tegedi
1081841,Dara Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3938042,37.2971944,2487.1,,,,,0.0,0.0,1.0,,,,1.0,,983528891,Dara Health Post,,Maksegno Gebeya Primary Hospital,"ኅዳር 6,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dara Health Post,Dara Health Post,dara health post,D643,amhara,wolkait tegedi setiti humera,tegedi
1081842, Cheguarkudo Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3740983,37.3643112,2894.6,,,,,,0.0,1.0,,,,,,983528891, Cheguarkudo Health Post,,Maksegno Gebeya Primary Hospital,"ኅዳር 2,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region, Cheguarkudo Health Post, Cheguarkudo Health Post,cheguarkudo health post,C262,amhara,wolkait tegedi setiti humera,tegedi
1081843,Godgoda Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3969858,37.3999627,2816.1,,,,,1.0,0.0,1.0,,,,1.0,,983528891,Godgoda Health Post,,Adisalem Health Center,"ኅዳር 6,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Godgoda Health Post,Godgoda Health Post,godgoda health post,G323,amhara,wolkait tegedi setiti humera,tegedi
1081844,Adisalem Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3967569,37.4002133,2816.3,,,,,1.0,,1.0,,,,1.0,,983528891,Adisalem Health Post,,Adisalem Health Center,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Adisalem Basic Health Post,Adisalem Basic Health Post,adisalem basic health post,A324,amhara,wolkait tegedi setiti humera,tegedi
1081845,Bargera Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3970859,37.3998997,2817.6,,,,,1.0,,,,,,1.0,,983528891,Bargera Health Post,,Adisalem Health Center,"ኅዳር 8,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Bargera Health Post,Bargera Health Post,bargera health post,B626,amhara,wolkait tegedi setiti humera,tegedi
1081846,Alemgenet Comprehensive Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.525659,37.1627323,0.0,,,,,1.0,1.0,1.0,,,,3.0,,983528891,Alemgenet Health Post,,Erqbet Health Center,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Alemgenet Comprehensive Health Post,Alemgenet Comprehensive Health Post,alemgenet comprehensive health post,A452,amhara,wolkait tegedi setiti humera,tegedi
1081847,Waja Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,North Wollo Zone,Raya Alamata,,,12.2855755,39.6045136,1440.00817871093,,,,3.0,1.0,1.0,2.0,,,,3.0,,933114134,Yosef Asefa,,Raya Alamata Woreda,"መጋቢት 17,2000","ሚያዝያ 13,2015",2026-05-22 00:13:20,amhara,Amhara Region,Waja Health Center,Waja Health Center,waja health center,W243,amhara,north wollo zone,raya alamata
1081880,Maydaga Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.5273304,37.1447875,0.0,,,,,1.0,,,,,,,,983528891,Maydaga Health Post,,Erqbet Health Center,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Maydaga Health Post,Maydaga Health Post,maydaga health post,M324,amhara,wolkait tegedi setiti humera,tegedi
1081881,Adiswolkait Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.5356381,37.0965358,0.0,,,,,1.0,,1.0,,,,1.0,,983528891,Adiswolkait Health Post,,Erqbet Health Center,"ኅዳር 21,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Adiswolkait Basic Health Post,Adiswolkait Basic Health Post,adiswolkait basic health post,A324,amhara,wolkait tegedi setiti humera,tegedi
1081882,Danshazuria Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.5646746,36.9734334,746.272,,,,,1.0,,1.0,,,,,,983528891,Danshazuria Health Post,,Erqbet Health Center,"ኅዳር 2,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Danshazuria Health Post,Danshazuria Health Post,danshazuria health post,D522,amhara,wolkait tegedi setiti humera,tegedi
1081883,shimorie Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,,,,,,,,,,,,,,,,983528891,Selam Health Post,,Erqbet Health Center,"ግንቦት 11,2015","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,shimorie Health Post,shimorie Health Post,shimorie health post,S564,amhara,wolkait tegedi setiti humera,tegedi
1081884,Debreharia Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.5556083,36.9767733,0.0,,,,,1.0,1.0,0.0,,,,1.0,,983528891,Debreharia Health Post,,Maksegno Gebeya Primary Hospital,"ኅዳር 6,1998","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Debreharia Health Post,Debreharia Health Post,debreharia health post,D166,amhara,wolkait tegedi setiti humera,tegedi
1081885, Gchew Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3261214,36.6685859,0.0,,,,,1.0,,0.0,,,,,,983528891, Gchew Health Post,,Erqbet Health Center,"ኅዳር 6,1998","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region, Gchew Health Post, Gchew Health Post,gchew health post,G431,amhara,wolkait tegedi setiti humera,tegedi
1081886,Wuhalomi Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.7460583,36.9388332,781.024,,,,,1.0,0.0,1.0,,,,1.0,,983528891,Wuhalomi Health Post,,Embagalay Health Center,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wuhalomi Health Post,Wuhalomi Health Post,wuhalomi health post,W454,amhara,wolkait tegedi setiti humera,tegedi
1081887, Weynnat 1&2 Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.7457599,36.9389431,792.507,,,,,,,1.0,,,,,,983528891, Weynnat 1&2 Health Post,,Embagalay Health Center,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region, Weynnat 1&2 Health Post, Weynnat 1&2 Health Post,weynnat 1&2 health post,W534,amhara,wolkait tegedi setiti humera,tegedi
1081888,Woynnat 3&4 Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.6438814,36.8627282,747.472,,,,,1.0,,1.0,,,,1.0,,983528891,Woynnat 3&4 Health Post,,Embagalay Health Center,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Woynnat 3&4 Health Post,Woynnat 3&4 Health Post,woynnat 3&4 health post,W534,amhara,wolkait tegedi setiti humera,tegedi
1081889,Woyninat5&6 Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.7460232,36.9388575,782.199,,,,,,1.0,1.0,,,,1.0,,983528891,Woyninat5&6 Health Post,,Embagalay Health Center,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Woyninat5&6 Health Post,Woyninat5&6 Health Post,woyninat5&6 health post,W553,amhara,wolkait tegedi setiti humera,tegedi
1081890,Hageresilasie Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3963844,37.4857797,1873.5,,,,,,0.0,1.0,,,,1.0,,983528891,Hageresilasie Health Post,,Maksegno Gebeya Primary Hospital,"ኅዳር 6,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Hageresilasie Health Post,Hageresilasie Health Post,hageresilasie health post,H262,amhara,wolkait tegedi setiti humera,tegedi
1081894,Dega akewerk Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.6502219,37.1391182,1651.0,,,,,,,1.0,,,,,,983528891,Dega awerki Health Post,,Akewerki Health Center,"ጥር 24,1993","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dega akewerk Health Post,Dega akewerk Health Post,dega akewerk health post,D226,amhara,wolkait tegedi setiti humera,awura
1081895,Shikuda Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.61377,37.3614867,1468.6,,,,,,,1.0,,,,1.0,,983528891,Shikuda Health Post,,Awura Health Center,"ታኅሣሥ 22,1995","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Shikuda Health Post,Shikuda Health Post,shikuda health post,S234,amhara,wolkait tegedi setiti humera,awura
1081896,Mayharish Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.5102769,37.3672889,1196.5,,,,,,,1.0,,,,,,983528891,Mayharish Health Post,,Awura Health Center,"ታኅሣሥ 22,1995","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Mayharish Health Post,Mayharish Health Post,mayharish health post,M624,amhara,wolkait tegedi setiti humera,awura
1081897,Selasa ayna Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.6222392,37.2249002,1926.0,,,,,,,1.0,,,,1.0,,983528891,Selasa ayna Health Post,,Awura Health Center,"ኅዳር 29,1996","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Selasa ayna Health Post,Selasa ayna Health Post,selasa ayna health post,S425,amhara,wolkait tegedi setiti humera,awura
1081898,Dr.Aziz Medium clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Woldia Town Administration,Woldiya Town,,,11.8309682,39.5955584,1919.7,,,,,,0.0,2.0,,,,1.0,,913378979,Dr.Aziz Siraj,,Woldia Town ,"ታኅሣሥ 15,2015","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dr.Aziz Medium clinic,Dr.Aziz Medium Clinic,dr aziz medium clinic,D622,amhara,woldia town administration,woldiya town
1081901,Miki Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.0722722,36.5650578,629.0,,,,,,1.0,1.0,,1.0,,,,983528891,Miki Medium Clinic,,Setit Humera Woreda,,"ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Miki Medium Clinic,Miki Medium Clinic,miki medium clinic,M253,amhara,wolkait tegedi setiti humera,kafta humera
1081903,Doctor Tsegaye Medium clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Closed,amhara,Woldia Town Administration,Woldiya Town,,,11.8228142,39.5941438,1888.20007324218,,,,,,1.0,1.0,,,,,,912478633,Dr.Tsegaye Birhanu,,Woldia Town ,"መስከረም 3,2015","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Doctor Tsegaye Medium clinic,Doctor Tsegaye Medium Clinic,doctor tsegaye medium clinic,D236,amhara,woldia town administration,woldiya town
1081904, Mekuant Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.9820905,36.8534969,759.0,,,,,1.0,3.0,1.0,,,,1.0,,983528891,Mekuant Medium Clinic,,Setit Humera Woreda,,"ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region, Mekuant Medium Clinic, Mekuant Medium Clinic,mekuant medium clinic,M253,amhara,wolkait tegedi setiti humera,kafta humera
1081905,Wasihun Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Woldia Town Administration,Woldiya Town,,,11.8299776,39.5998812,1910.59997558593,,,,,,2.0,1.0,,1.0,,,,920785313,Wasihun Nega Miretie,,Woldia Town ,"መስከረም 11,2014","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wasihun Medium Clinic,Wasihun Medium Clinic,wasihun medium clinic,W255,amhara,woldia town administration,woldiya town
1081906, Wolkait Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,,,,,13.7536498,37.3197633,0.0,,,,,,2.0,1.0,,,,,,983528890, Wolkait Medium Clinic,,Kafta Humera Woreda,"መስከረም 3,2015","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region, Wolkait Medium Clinic, Wolkait Medium Clinic,wolkait medium clinic,W423,amhara,,
1081907,Selam Medim Clinic,Clinic,Medium Clinic,Private Not for profit,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Setit Humera,,,14.2863118,36.6093694,591.700012207031,,,,,1.0,2.0,1.0,,2.0,,1.0,,983528891,Selam Medim Clinic,,Setit Humera Woreda,,"ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Selam Medim Clinic,Selam Medim Clinic,selam medim clinic,S455,amhara,wolkait tegedi setiti humera,setit humera
1081908,Eshetu Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Woldia Town Administration,Woldiya Town,,,11.8259172,39.5966022,1892.70007324218,,,,,,,1.0,,,,1.0,,921532393,Eshetu Amare Zeleke,,Woldia Town ,"መስከረም 11,2014","ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Eshetu Primary Clinic,Eshetu Primary Clinic,eshetu primary clinic,E231,amhara,woldia town administration,woldiya town
1081909, Humera Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Setit Humera,,,14.2793916,36.6165082,590.359375,,,,,,2.0,1.0,,,,,,983528891, Humera Medium Clinic,,Setit Humera Woreda,,"ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region, Humera Medium Clinic, Humera Medium Clinic,humera medium clinic,H565,amhara,wolkait tegedi setiti humera,setit humera
1081910,Hamer Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Setit Humera,,,14.2871667,36.60666,613.273193359375,,,,,1.0,1.0,2.0,,2.0,,1.0,,983528891,Hamer Medium Clinic,,Setit Humera Woreda,,"ሚያዝያ 14,2015",2026-05-22 00:13:20,amhara,Amhara Region,Hamer Medium Clinic,Hamer Medium Clinic,hamer medium clinic,H565,amhara,wolkait tegedi setiti humera,setit humera
